ID,Region,County,Sub County,UIC,KNEC,School Name,Cluster,Type,Disability Type,Accommodation,Gender
1,RIFT VALLEY,BARINGO,BARINGO CENTRAL,7J98,33517209,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2,RIFT VALLEY,BARINGO,BARINGO CENTRAL,GMUY,33517103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
11,RIFT VALLEY,BARINGO,BARINGO CENTRAL,TM99,33517207,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
14,RIFT VALLEY,BARINGO,BARINGO CENTRAL,8WY3,33517202,KAPROPITA  GIRLS  HIGH SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
27,RIFT VALLEY,BARINGO,BARINGO CENTRAL,GSC2,33517203,KITURO HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,MIXED
28,RIFT VALLEY,BARINGO,BARINGO CENTRAL,K6P9,33517206,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
31,RIFT VALLEY,BARINGO,BARINGO CENTRAL,3PYX,33517205,PEMWAI GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
33,RIFT VALLEY,BARINGO,BARINGO CENTRAL,FMQL,33517106,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
38,RIFT VALLEY,BARINGO,BARINGO CENTRAL,RWU6,33517104,TABAGON GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
39,RIFT VALLEY,BARINGO,BARINGO CENTRAL,CLM9,33517204,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
45,RIFT VALLEY,BARINGO,BARINGO NORTH,VQG4,33547205,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
51,RIFT VALLEY,BARINGO,BARINGO NORTH,7DJ9,33547105,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
54,RIFT VALLEY,BARINGO,BARINGO NORTH,5UF9,33547404,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
55,RIFT VALLEY,BARINGO,BARINGO NORTH,STST,33547102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
57,RIFT VALLEY,BARINGO,BARINGO NORTH,WJCP,33547406,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
61,RIFT VALLEY,BARINGO,BARINGO NORTH,2ZKJ,33547110,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
69,RIFT VALLEY,BARINGO,BARINGO NORTH,2V5E,33500019,OSSEN SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
70,RIFT VALLEY,BARINGO,BARINGO NORTH,G4AY,33547203,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
71,RIFT VALLEY,BARINGO,BARINGO NORTH,9M8T,33547202,RUTH KIPTUI GIRLS HIGH SCHOOL-KASOK,C2,PUBLIC,NONE,BOARDING,GIRLS
73,RIFT VALLEY,BARINGO,BARINGO NORTH,AALA,33547107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
92,RIFT VALLEY,BARINGO,KOIBATEK,PYUM,33521104,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
96,RIFT VALLEY,BARINGO,KOIBATEK,U3K5,33521101,MERCY GIRLS HIGH SCHOOL - ELDAMA RAVINE,C2,PUBLIC,NONE,BOARDING,GIRLS
98,RIFT VALLEY,BARINGO,KOIBATEK,T5Q4,33521203,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
102,RIFT VALLEY,BARINGO,KOIBATEK,K9H6,33521107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
108,RIFT VALLEY,BARINGO,KOIBATEK,93KE,33521105,SOLIAN GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
113,RIFT VALLEY,BARINGO,KOIBATEK,WGF5,33521202,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
117,RIFT VALLEY,BARINGO,KOIBATEK,XXE8,33521109,TONIOK GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
118,RIFT VALLEY,BARINGO,KOIBATEK,CKE5,33521201,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
121,RIFT VALLEY,BARINGO,KOIBATEK,RDX7,33521123,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
131,RIFT VALLEY,BARINGO,MARIGAT,JSL3,33558103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
133,RIFT VALLEY,BARINGO,MARIGAT,5CH5,33558104,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
139,RIFT VALLEY,BARINGO,MARIGAT,T6UE,33558201,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
141,RIFT VALLEY,BARINGO,MARIGAT,AJ9B,33558102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
160,RIFT VALLEY,BARINGO,MOGOTIO,F3VU,33562303,KIMNGOROM GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
164,RIFT VALLEY,BARINGO,MOGOTIO,GF4M,33562108,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
169,RIFT VALLEY,BARINGO,MOGOTIO,FKBK,33562103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
170,RIFT VALLEY,BARINGO,MOGOTIO,2FGK,33562101,MOGOTIO GIRLS' HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
172,RIFT VALLEY,BARINGO,MOGOTIO,VAZU,33562102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
181,RIFT VALLEY,BARINGO,MOGOTIO,YDA7,33562202,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
188,RIFT VALLEY,BARINGO,TIATY EAST,GNKV,33584004,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
192,RIFT VALLEY,BARINGO,TIATY EAST,4X9V,33584003,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
195,RIFT VALLEY,BARINGO,TIATY EAST,AD9C,33584002,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
196,RIFT VALLEY,BARINGO,TIATY WEST,UHVZ,33532105,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
201,RIFT VALLEY,BARINGO,TIATY WEST,QVBA,33532108,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
203,RIFT VALLEY,BARINGO,TIATY WEST,AR7R,33532106,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
210,RIFT VALLEY,BOMET,BOMET CENTRAL,PTYM,25508123,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
224,RIFT VALLEY,BOMET,BOMET CENTRAL,UN4B,25508106,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
240,RIFT VALLEY,BOMET,BOMET CENTRAL,8BBC,25508103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
277,RIFT VALLEY,BOMET,BOMET EAST,EF7Q,25583118,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
280,RIFT VALLEY,BOMET,BOMET EAST,R32S,25583137,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
288,RIFT VALLEY,BOMET,BOMET EAST,Y68D,25583122,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
293,RIFT VALLEY,BOMET,BOMET EAST,VGXV,25583145,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
301,RIFT VALLEY,BOMET,BOMET EAST,RE3Y,25583126,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
309,RIFT VALLEY,BOMET,CHEPALUNGU,AT8K,25551237,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
325,RIFT VALLEY,BOMET,CHEPALUNGU,2V9P,25551101,KABOSON GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
357,RIFT VALLEY,BOMET,CHEPALUNGU,VZT6,25551204,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
360,RIFT VALLEY,BOMET,CHEPALUNGU,AW3P,25551205,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
361,RIFT VALLEY,BOMET,CHEPALUNGU,5NH8,25551207,MOI SIONGIROI GIRLS' SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
367,RIFT VALLEY,BOMET,CHEPALUNGU,R9Z6,25551210,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
393,RIFT VALLEY,BOMET,KONOIN,KXDT,25563202,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
423,RIFT VALLEY,BOMET,KONOIN,REND,25563104,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
424,RIFT VALLEY,BOMET,KONOIN,5G3R,25563101,SASETA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
431,RIFT VALLEY,BOMET,KONOIN,GGQ2,25563106,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
432,RIFT VALLEY,BOMET,KONOIN,D6A3,25563303,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
446,RIFT VALLEY,BOMET,SOTIK,NJXR,25533107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
448,RIFT VALLEY,BOMET,SOTIK,HJ8V,25533214,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
449,RIFT VALLEY,BOMET,SOTIK,SBD3,25533202,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
454,RIFT VALLEY,BOMET,SOTIK,QQHF,25533108,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
465,RIFT VALLEY,BOMET,SOTIK,X59Z,25533121,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
467,RIFT VALLEY,BOMET,SOTIK,2YKS,25500019,KAPLONG GIRLS SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
480,RIFT VALLEY,BOMET,SOTIK,ZJQH,25533126,LORNA LABOSO MEMORIAL GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
485,RIFT VALLEY,BOMET,SOTIK,963H,25533203,NDANAI SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
495,RIFT VALLEY,BOMET,SOTIK,WA7V,25533120,ST. KIZITO SECONDARY SCHOOL FOR THE HEARING IMPAIR,C1,PUBLIC,HI,BOARDING,GIRLS
498,RIFT VALLEY,BOMET,SOTIK,MDDA,25533113,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1047,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,4RG5,34518402,AIC GIRLS SECONDARY SCHOOL KESSUP,C2,PUBLIC,NONE,BOARDING,GIRLS
1048,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,PR3F,34518403,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1058,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,Y65X,34518404,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1060,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,4G7W,34518408,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1065,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,2YBM,34518102,SING'ORE GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1072,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,FTVM,34518405,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1073,RIFT VALLEY,ELGEYO MARAKW,KEIYO NORTH,KRF7,34518103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1076,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,KSXD,34559301,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1077,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,WCEN,34559209,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1079,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,GBU5,34559205,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1084,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,33UJ,34559306,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1088,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,PKW7,34559201,KAPKENDA GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
1089,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,MC2T,34559504,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1099,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,FNHB,34559210,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1102,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,GMC2,34559505,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1105,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,XC3A,34559206,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1108,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,MQUJ,34559502,METKEI GIRLS SECONDARY,C1,PUBLIC,NONE,BOARDING,GIRLS
1109,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,C83M,34559204,MOKWO GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1111,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,MSM9,34559208,OUR LADY OF GLORY KAPTAGAT GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1115,RIFT VALLEY,ELGEYO MARAKW,KEIYO SOUTH,H8DC,34559207,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1124,RIFT VALLEY,ELGEYO MARAKW,MARAKWET EAST,AYZM,34561202,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1135,RIFT VALLEY,ELGEYO MARAKW,MARAKWET EAST,D95X,34561301,SAMBIRIR GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1144,RIFT VALLEY,ELGEYO MARAKW,MARAKWET EAST,AYCC,34561102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1149,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,SML9,34520107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1152,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,769R,34520304,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1164,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,EGWH,34520106,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1169,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,X76M,34520306,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1170,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,2RPN,34500017,MOI KAPSOWAR GIRLS,C1,PUBLIC,NONE,BOARDING,GIRLS
1172,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,JJ7M,34520104,SANTA MARIA GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1181,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,VYBL,34520203,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1183,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,GLR3,34520305,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1187,RIFT VALLEY,ELGEYO MARAKW,MARAKWET WEST,R3L4,34520109,YEMIT GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1797,RIFT VALLEY,KAJIADO,ELANGATA WUAS,3H7W,31573303,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1798,RIFT VALLEY,KAJIADO,ELANGATA WUAS,BB52,31573401,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1801,RIFT VALLEY,KAJIADO,ELANGATA WUAS,9DXC,31573302,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1809,RIFT VALLEY,KAJIADO,ISINYA,L9AA,31567102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1811,RIFT VALLEY,KAJIADO,ISINYA,VKMC,31500011,MOI GIRLS ISINYA,C1,PUBLIC,NONE,BOARDING,GIRLS
1812,RIFT VALLEY,KAJIADO,ISINYA,B7C7,31567201,NOONKOPIR GIRLS SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
1817,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,BTV9,3151515,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1825,RIFT VALLEY,KAJIADO,KAJIADO CENTRAL,4BUC,31515105,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1830,RIFT VALLEY,KAJIADO,KAJIADO NORTH,B76R,31557204,ENOOMATASIANI GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1843,RIFT VALLEY,KAJIADO,KAJIADO WEST,QY38,31573202,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1846,RIFT VALLEY,KAJIADO,KAJIADO WEST,C8LS,31573205,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1853,RIFT VALLEY,KAJIADO,KAJIADO WEST,NZYV,3157214,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1854,RIFT VALLEY,KAJIADO,KAJIADO WEST,J3XU,31573106,OLOOSEOS GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1855,RIFT VALLEY,KAJIADO,KAJIADO WEST,NAB7,31573113,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1858,RIFT VALLEY,KAJIADO,KAJIADO WEST,AJZB,31573204,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1859,RIFT VALLEY,KAJIADO,KAJIADO WEST,K5MH,31573101,ST. BRIGID BARAKA OONTOYIE SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
1870,RIFT VALLEY,KAJIADO,LOITOKITOK,A3B6,31545301,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1874,RIFT VALLEY,KAJIADO,LOITOKITOK,GEU7,31545307,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1880,RIFT VALLEY,KAJIADO,LOITOKITOK,E7U8,31545205,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1881,RIFT VALLEY,KAJIADO,LOITOKITOK,EGSB,31545107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1882,RIFT VALLEY,KAJIADO,MASHURU,2P4W,31566201,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1889,RIFT VALLEY,KAJIADO,MASHURU,NB88,31566206,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1890,RIFT VALLEY,KAJIADO,OLOILILAI,UTAV,31590404,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
1895,RIFT VALLEY,KAJIADO,OLOILILAI,TLDP,31590407,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1897,RIFT VALLEY,KAJIADO,OLOILILAI,WW2C,31590409,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
1898,RIFT VALLEY,KAJIADO,OLOILILAI,6NSN,31590411,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2344,RIFT VALLEY,KERICHO,BELGUT,KDS3,28553113,CHEPKOTON GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2351,RIFT VALLEY,KERICHO,BELGUT,9CWG,28553204,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2353,RIFT VALLEY,KERICHO,BELGUT,J6ZD,28553104,KABOROK GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2360,RIFT VALLEY,KERICHO,BELGUT,D99V,28553114,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2362,RIFT VALLEY,KERICHO,BELGUT,P2ND,28553212,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2365,RIFT VALLEY,KERICHO,BELGUT,WX9P,28553208,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2368,RIFT VALLEY,KERICHO,BELGUT,F87S,28553103,SOSIOT GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2370,RIFT VALLEY,KERICHO,BURETI,UTE8,28522520,A.I.C LITEIN GIRLS SECONDARY S CHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
2372,RIFT VALLEY,KERICHO,BURETI,PV3G,28522540,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2376,RIFT VALLEY,KERICHO,BURETI,UFNQ,28522511,CHEBORGE GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2378,RIFT VALLEY,KERICHO,BURETI,JE97,28522515,CHELILIS GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2384,RIFT VALLEY,KERICHO,BURETI,J9EJ,28522548,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2396,RIFT VALLEY,KERICHO,BURETI,4HNH,28522404,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2405,RIFT VALLEY,KERICHO,BURETI,QTZU,28522535,KIPTEWIT GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2408,RIFT VALLEY,KERICHO,BURETI,8CMX,28522512,KORONGOI GIRLS' SECONDARY,C2,PUBLIC,NONE,BOARDING,GIRLS
2418,RIFT VALLEY,KERICHO,BURETI,LQHW,28522518,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2426,RIFT VALLEY,KERICHO,BURETI,X39R,28522502,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2427,RIFT VALLEY,KERICHO,BURETI,L8TT,28522547,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2428,RIFT VALLEY,KERICHO,BURETI,9398,28522542,ST.PAUL'S CHARERA SPECIAL HIGH SCHOOL,C1,PUBLIC,P.H,BOARDING,Mixed
2430,RIFT VALLEY,KERICHO,BURETI,NAKY,28522509,TENGECHA GIRLS  SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
2434,RIFT VALLEY,KERICHO,KERICHO,VCZW,28512126,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2438,RIFT VALLEY,KERICHO,KERICHO,M5WP,28512105,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2447,RIFT VALLEY,KERICHO,KERICHO,FD8D,28512107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2454,RIFT VALLEY,KERICHO,KERICHO,4MUM,28512106,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2455,RIFT VALLEY,KERICHO,KERICHO,PE9Q,28500005,KIPSIGIS GIRLS' HIGH SCHOOL,C1,PUBLIC,VI,BOARDING,GIRLS
2461,RIFT VALLEY,KERICHO,KERICHO,FLFQ,28512112,MOI TEA GIRLS SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
2464,RIFT VALLEY,KERICHO,KERICHO,V53B,28512120,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2466,RIFT VALLEY,KERICHO,KIPKELION,37Z3,28539103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2470,RIFT VALLEY,KERICHO,KIPKELION,XED8,28539301,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2479,RIFT VALLEY,KERICHO,KIPKELION,W4KX,28539105,KIPKELION GIRLS' HIGH,C2,PUBLIC,NONE,BOARDING,GIRLS
2482,RIFT VALLEY,KERICHO,KIPKELION,7AJF,28539304,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2487,RIFT VALLEY,KERICHO,KIPKELION,33UP,28539202,LELU SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,Mixed
2492,RIFT VALLEY,KERICHO,KIPKELION,3P23,28539305,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2505,RIFT VALLEY,KERICHO,LONDIANI,26SZ,28571405,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2506,RIFT VALLEY,KERICHO,LONDIANI,DDB8,28571604,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2511,RIFT VALLEY,KERICHO,LONDIANI,D7MN,28571509,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2512,RIFT VALLEY,KERICHO,LONDIANI,56XC,28571601,UASINGISHU,C3,PUBLIC,NONE,BOARDING,MIXED
2514,RIFT VALLEY,KERICHO,LONDIANI,PZFG,28571503,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2518,RIFT VALLEY,KERICHO,LONDIANI,WQ3D,28571301,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2523,RIFT VALLEY,KERICHO,LONDIANI,FMRV,28571103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2525,RIFT VALLEY,KERICHO,LONDIANI,88DR,28571104,KEDOWA SPECIAL SECONDARY SCHOOL,C1,PUBLIC,HI,BOARDING,Mixed
2534,RIFT VALLEY,KERICHO,LONDIANI,985L,28571202,LONDIANI GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2540,RIFT VALLEY,KERICHO,LONDIANI,ZXXH,28571203,SACRED HILL GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
2552,RIFT VALLEY,KERICHO,SOIN SIGOWET,BDLE,28575109,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
2565,RIFT VALLEY,KERICHO,SOIN SIGOWET,FQUP,28575107,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2574,RIFT VALLEY,KERICHO,SOIN SIGOWET,BQMU,28575101,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2577,RIFT VALLEY,KERICHO,SOIN SIGOWET,P59L,28575204,MOI KIPSITET GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
2579,RIFT VALLEY,KERICHO,SOIN SIGOWET,2TMR,28575104,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2582,RIFT VALLEY,KERICHO,SOIN SIGOWET,QCVN,28575103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
2585,RIFT VALLEY,KERICHO,SOIN SIGOWET,SY2G,28575105,UASINGISHU,C3,PUBLIC,NONE,BOARDING,Mixed
4395,RIFT VALLEY,LAIKIPIA,KIRIMA,WP2S,30586203,NJORUA HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
4405,RIFT VALLEY,LAIKIPIA,LAIKIPIA CENTRAL,KKQ7,30555102,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
4411,RIFT VALLEY,LAIKIPIA,LAIKIPIA CENTRAL,D5PB,30555103,UASINGISHU,C3,PUBLIC,NONE,BOARDING,GIRLS
